ID Obat;Nama Obat;Jenis Obat;Bentuk Obat;Kategori Obat;Dosis;Harga;Tanggal Expired;Jumlah Stok;Permintaan Bulanan;Waktu Reorder (hari);Jumlah Reorder;Penjualan
765;Ibuprofen;Antihipertensi;Salep;Resep;10 mg;25000;2025-06-01;20;20;15;200;Ya
766;Simvastatin;Analgesik;Kapsul;Bebas;250 mg;15000;2026-01-18;300;50;15;10;Tidak
767;Amoxicillin;Antipiretik;Salep;Herbal;500 mg;10000;2025-03-03;30;10;15;100;Ya
768;Ibuprofen;Antiinflamasi;Kapsul;Tradisional;250 mg;25000;2026-02-22;300;15;7;10;Ya
769;Metformin;Analgesik;Injeksi;Herbal;500 mg;15000;2024-08-04;10;5;30;30;Ya
770;Lisinopril;Antihipertensi;Injeksi;Resep;100 mg;20000;2024-10-27;300;5;7;50;Tidak
771;Atorvastatin;Analgesik;Kapsul;Tradisional;10 mg;25000;2025-09-01;30;30;15;100;Tidak
772;Paracetamol;Antiinflamasi;Injeksi;Bebas;5 mg;20000;2024-12-30;100;50;30;30;Ya
773;Atorvastatin;Antiinflamasi;Injeksi;Herbal;500 mg;15000;2025-08-08;20;10;7;200;Tidak
774;Metformin;Antibiotik;Injeksi;Resep;250 mg;5000;2026-01-02;100;20;45;100;Tidak
775;Ibuprofen;Analgesik;Kapsul;Resep;500 mg;15000;2025-06-25;200;5;45;10;Tidak
776;Amlodipine;Antipiretik;Kapsul;Bebas;5 mg;15000;2025-07-03;500;30;7;10;Tidak
777;Lisinopril;Antiinflamasi;Tablet;Herbal;500 mg;10000;2026-06-16;20;5;7;200;Tidak
778;Omeprazole;Antiinflamasi;Injeksi;Resep;5 mg;10000;2026-05-26;100;20;15;20;Ya
779;Omeprazole;Antipiretik;Injeksi;Herbal;5 mg;25000;2024-07-28;500;30;30;20;Ya
780;Ciprofloxacin;Antibiotik;Tablet;Bebas;500 mg;15000;2024-08-14;200;30;7;300;Ya
781;Atorvastatin;Antiinflamasi;Sirup;Herbal;250 mg;20000;2025-11-03;100;30;45;50;Tidak
782;Atorvastatin;Antibiotik;Sirup;Resep;5 mg;5000;2026-07-03;30;20;45;20;Tidak
783;Omeprazole;Antipiretik;Injeksi;Tradisional;500 mg;15000;2024-12-01;200;20;7;200;Tidak
784;Amoxicillin;Antiinflamasi;Sirup;Tradisional;500 mg;15000;2025-11-16;100;5;30;30;Tidak
785;Lisinopril;Antipiretik;Kapsul;Herbal;500 mg;15000;2025-04-21;20;30;45;300;Tidak
786;Lisinopril;Antibiotik;Sirup;Tradisional;10 mg;5000;2024-07-19;10;15;45;10;Ya
787;Lisinopril;Antiinflamasi;Injeksi;Herbal;250 mg;15000;2024-07-16;200;30;30;10;Tidak
788;Paracetamol;Analgesik;Salep;Tradisional;500 mg;20000;2024-09-11;20;50;15;10;Tidak
789;Metformin;Antipiretik;Tablet;Tradisional;250 mg;20000;2025-11-15;10;15;30;100;Tidak
790;Ciprofloxacin;Antipiretik;Salep;Resep;10 mg;20000;2025-10-19;20;50;45;200;Tidak
791;Ibuprofen;Analgesik;Kapsul;Bebas;100 mg;25000;2025-05-04;300;5;7;500;Ya
792;Ciprofloxacin;Antibiotik;Injeksi;Resep;5 mg;25000;2025-09-11;200;30;15;100;Tidak
793;Atorvastatin;Antibiotik;Kapsul;Herbal;500 mg;20000;2024-07-21;200;15;7;200;Ya
794;Amlodipine;Antihipertensi;Salep;Resep;10 mg;5000;2025-12-26;500;20;7;200;Ya
795;Omeprazole;Antihipertensi;Injeksi;Bebas;500 mg;5000;2025-11-12;100;15;15;50;Tidak
796;Ibuprofen;Antibiotik;Salep;Herbal;250 mg;15000;2025-01-13;20;50;15;100;Tidak
797;Amoxicillin;Antibiotik;Injeksi;Tradisional;500 mg;20000;2025-12-08;100;30;15;10;Ya
798;Ciprofloxacin;Antihipertensi;Injeksi;Tradisional;10 mg;15000;2026-05-27;100;30;45;500;Ya
799;Lisinopril;Antibiotik;Salep;Resep;100 mg;15000;2025-06-23;30;20;7;200;Ya
800;Amoxicillin;Antibiotik;Kapsul;Tradisional;50 mg;25000;2026-03-25;50;15;30;50;Ya
801;Ciprofloxacin;Antiinflamasi;Kapsul;Tradisional;100 mg;5000;2025-12-10;300;15;15;300;Tidak
802;Lisinopril;Antiinflamasi;Sirup;Resep;5 mg;25000;2025-12-30;30;30;45;10;Ya
803;Simvastatin;Antipiretik;Tablet;Herbal;100 mg;5000;2025-12-08;20;50;30;100;Tidak
804;Paracetamol;Analgesik;Salep;Herbal;100 mg;25000;2025-06-13;200;20;45;30;Ya
805;Amoxicillin;Antipiretik;Sirup;Herbal;250 mg;10000;2024-12-29;50;5;7;20;Tidak
806;Amlodipine;Antiinflamasi;Injeksi;Bebas;250 mg;20000;2024-11-27;30;10;7;10;Tidak
807;Omeprazole;Antiinflamasi;Kapsul;Tradisional;500 mg;5000;2025-06-09;10;15;15;10;Ya
808;Amlodipine;Antipiretik;Kapsul;Tradisional;10 mg;5000;2025-07-26;50;30;7;10;Ya
809;Simvastatin;Antihipertensi;Tablet;Herbal;5 mg;25000;2025-10-07;20;10;15;100;Tidak
810;Lisinopril;Antipiretik;Injeksi;Tradisional;100 mg;25000;2024-10-27;50;15;15;200;Ya
811;Ibuprofen;Antipiretik;Injeksi;Herbal;50 mg;15000;2025-05-06;10;30;30;500;Ya
812;Simvastatin;Antibiotik;Salep;Herbal;100 mg;20000;2026-02-22;300;10;7;50;Tidak
813;Amoxicillin;Antiinflamasi;Kapsul;Bebas;50 mg;5000;2025-11-09;200;30;15;200;Tidak
814;Omeprazole;Antihipertensi;Injeksi;Resep;100 mg;25000;2025-02-19;50;50;45;300;Tidak
815;Paracetamol;Antibiotik;Sirup;Bebas;5 mg;5000;2025-08-09;30;5;30;10;Ya
816;Atorvastatin;Antibiotik;Injeksi;Herbal;100 mg;25000;2026-02-20;300;5;15;50;Tidak
817;Lisinopril;Analgesik;Salep;Bebas;5 mg;15000;2026-01-05;500;10;30;100;Ya
818;Simvastatin;Antipiretik;Tablet;Herbal;100 mg;10000;2026-05-15;20;30;7;300;Tidak
819;Simvastatin;Antiinflamasi;Kapsul;Herbal;250 mg;15000;2025-05-26;300;50;15;500;Ya
820;Paracetamol;Antiinflamasi;Tablet;Herbal;250 mg;5000;2025-07-14;200;15;30;300;Tidak
821;Amoxicillin;Analgesik;Kapsul;Resep;10 mg;15000;2025-07-02;200;20;7;30;Tidak
822;Lisinopril;Antipiretik;Salep;Resep;50 mg;20000;2026-04-11;500;5;15;200;Tidak
823;Paracetamol;Analgesik;Salep;Bebas;50 mg;5000;2025-04-14;500;15;30;30;Ya
824;Simvastatin;Antibiotik;Tablet;Bebas;5 mg;25000;2025-05-23;100;5;45;20;Ya
825;Simvastatin;Analgesik;Injeksi;Herbal;50 mg;15000;2025-02-24;500;30;30;200;Tidak
826;Ibuprofen;Antiinflamasi;Injeksi;Tradisional;100 mg;15000;2026-02-02;50;50;15;10;Tidak
827;Paracetamol;Antihipertensi;Kapsul;Tradisional;500 mg;10000;2025-07-10;300;10;45;30;Tidak
828;Omeprazole;Antipiretik;Kapsul;Herbal;10 mg;15000;2025-10-01;100;20;15;20;Tidak
829;Lisinopril;Analgesik;Kapsul;Resep;5 mg;5000;2026-04-10;20;20;45;50;Tidak
830;Metformin;Antiinflamasi;Sirup;Bebas;50 mg;15000;2025-04-20;20;10;7;200;Tidak
831;Ciprofloxacin;Antibiotik;Injeksi;Resep;5 mg;25000;2025-08-21;200;20;30;20;Ya
832;Ibuprofen;Antipiretik;Sirup;Bebas;500 mg;10000;2026-04-15;10;30;45;20;Ya
833;Paracetamol;Antipiretik;Sirup;Tradisional;50 mg;25000;2025-07-24;30;10;7;50;Tidak
834;Paracetamol;Antibiotik;Kapsul;Bebas;10 mg;5000;2025-01-09;30;10;15;100;Tidak
835;Simvastatin;Antibiotik;Salep;Bebas;100 mg;5000;2025-03-06;100;30;45;100;Ya
836;Simvastatin;Antihipertensi;Kapsul;Bebas;50 mg;20000;2025-08-13;10;50;45;300;Tidak
837;Omeprazole;Antiinflamasi;Tablet;Resep;50 mg;20000;2026-03-13;30;15;7;20;Ya
838;Amlodipine;Antibiotik;Injeksi;Tradisional;50 mg;15000;2025-10-27;200;15;30;100;Ya
839;Amoxicillin;Antipiretik;Injeksi;Resep;10 mg;10000;2024-07-19;10;15;30;20;Tidak
840;Paracetamol;Antibiotik;Tablet;Bebas;10 mg;15000;2026-04-28;200;50;45;10;Ya
841;Paracetamol;Analgesik;Tablet;Herbal;250 mg;20000;2025-07-02;300;20;7;20;Tidak
842;Paracetamol;Antiinflamasi;Salep;Resep;5 mg;25000;2026-02-15;500;30;45;500;Ya
843;Ciprofloxacin;Antipiretik;Salep;Resep;50 mg;5000;2024-10-26;100;15;7;10;Ya
844;Paracetamol;Analgesik;Sirup;Bebas;10 mg;20000;2026-03-29;20;20;45;300;Ya
845;Atorvastatin;Antibiotik;Sirup;Herbal;10 mg;25000;2026-03-05;20;5;30;50;Tidak
846;Amoxicillin;Antihipertensi;Injeksi;Herbal;500 mg;10000;2026-05-26;500;50;30;30;Ya
847;Paracetamol;Antihipertensi;Sirup;Resep;250 mg;5000;2024-11-15;300;5;7;300;Tidak
848;Atorvastatin;Antipiretik;Sirup;Herbal;250 mg;15000;2026-04-23;20;10;15;10;Tidak
849;Metformin;Antibiotik;Injeksi;Herbal;250 mg;15000;2024-10-02;500;5;7;500;Ya
850;Omeprazole;Antipiretik;Sirup;Resep;100 mg;10000;2024-09-23;30;5;15;200;Ya
851;Simvastatin;Antihipertensi;Injeksi;Herbal;250 mg;25000;2024-09-27;500;30;45;200;Tidak
852;Ibuprofen;Antipiretik;Tablet;Tradisional;50 mg;10000;2026-01-11;50;20;7;30;Ya
853;Amlodipine;Analgesik;Sirup;Resep;250 mg;5000;2026-05-01;500;10;7;200;Ya
854;Amoxicillin;Antipiretik;Tablet;Herbal;100 mg;20000;2025-01-29;20;5;15;20;Tidak
855;Omeprazole;Antibiotik;Injeksi;Tradisional;10 mg;25000;2025-10-08;10;10;30;300;Tidak
856;Lisinopril;Antihipertensi;Sirup;Herbal;250 mg;25000;2025-05-10;200;30;45;300;Tidak
857;Amlodipine;Antibiotik;Tablet;Tradisional;5 mg;25000;2026-04-20;10;50;15;30;Tidak
858;Simvastatin;Antipiretik;Injeksi;Bebas;250 mg;25000;2025-05-03;500;10;15;300;Ya
859;Amlodipine;Antibiotik;Salep;Tradisional;50 mg;5000;2026-05-31;30;5;45;300;Ya
860;Atorvastatin;Antihipertensi;Tablet;Herbal;500 mg;10000;2026-05-18;50;50;7;200;Tidak
861;Paracetamol;Analgesik;Tablet;Herbal;250 mg;15000;2025-12-31;30;20;15;300;Ya
862;Ciprofloxacin;Antipiretik;Injeksi;Tradisional;100 mg;20000;2025-11-21;200;20;45;200;Ya
863;Lisinopril;Antiinflamasi;Tablet;Resep;5 mg;15000;2025-01-04;200;20;30;500;Tidak
864;Ibuprofen;Antihipertensi;Injeksi;Herbal;500 mg;5000;2026-02-20;500;30;7;300;Tidak
865;Omeprazole;Antiinflamasi;Salep;Bebas;100 mg;20000;2025-05-12;10;30;7;50;Tidak
866;Paracetamol;Antibiotik;Injeksi;Tradisional;10 mg;5000;2025-09-29;500;20;15;100;Ya
867;Lisinopril;Antihipertensi;Kapsul;Bebas;500 mg;10000;2025-05-25;500;50;30;50;Tidak
868;Omeprazole;Analgesik;Salep;Resep;5 mg;25000;2025-04-10;10;5;7;50;Ya
869;Omeprazole;Antihipertensi;Injeksi;Bebas;10 mg;10000;2024-11-26;20;15;30;200;Ya
870;Amoxicillin;Antiinflamasi;Salep;Herbal;100 mg;20000;2025-11-29;10;5;7;500;Ya
871;Paracetamol;Antibiotik;Sirup;Bebas;100 mg;20000;2025-03-23;300;5;7;300;Tidak
872;Atorvastatin;Analgesik;Tablet;Bebas;5 mg;15000;2024-09-01;500;5;7;500;Tidak
873;Amlodipine;Analgesik;Tablet;Resep;500 mg;5000;2025-07-20;20;30;15;30;Ya
874;Lisinopril;Antibiotik;Injeksi;Tradisional;50 mg;20000;2024-10-05;20;5;15;100;Tidak
875;Ibuprofen;Antibiotik;Injeksi;Herbal;10 mg;5000;2025-01-13;500;10;45;20;Ya
876;Omeprazole;Antibiotik;Tablet;Bebas;5 mg;10000;2024-09-10;100;50;30;50;Tidak
877;Ibuprofen;Antibiotik;Salep;Resep;100 mg;5000;2026-05-09;10;5;45;20;Tidak
878;Omeprazole;Analgesik;Injeksi;Herbal;5 mg;10000;2024-11-06;10;15;30;300;Tidak
879;Omeprazole;Antipiretik;Kapsul;Resep;10 mg;20000;2026-02-24;20;20;30;10;Ya
880;Ciprofloxacin;Antibiotik;Kapsul;Tradisional;500 mg;15000;2025-04-15;100;15;15;100;Ya
881;Ibuprofen;Antibiotik;Kapsul;Tradisional;50 mg;25000;2024-08-11;200;5;30;100;Ya
882;Metformin;Antipiretik;Tablet;Resep;100 mg;25000;2025-03-07;50;30;15;30;Ya
883;Atorvastatin;Analgesik;Salep;Bebas;100 mg;20000;2025-05-15;20;20;7;30;Ya
884;Metformin;Analgesik;Kapsul;Bebas;100 mg;15000;2025-04-22;300;20;7;30;Tidak
885;Omeprazole;Antihipertensi;Sirup;Bebas;50 mg;25000;2025-06-27;300;5;45;300;Tidak
886;Atorvastatin;Antipiretik;Salep;Bebas;100 mg;25000;2025-11-29;10;15;45;500;Ya
887;Omeprazole;Analgesik;Salep;Tradisional;250 mg;10000;2025-09-27;500;50;15;10;Tidak
888;Omeprazole;Analgesik;Salep;Bebas;100 mg;5000;2026-03-20;200;5;7;500;Ya
889;Omeprazole;Antihipertensi;Sirup;Herbal;250 mg;10000;2026-02-02;10;20;7;10;Ya
890;Metformin;Antihipertensi;Kapsul;Bebas;10 mg;25000;2024-08-30;300;15;45;30;Ya
891;Ibuprofen;Antibiotik;Injeksi;Herbal;10 mg;5000;2025-06-25;300;20;15;10;Ya
892;Amoxicillin;Antibiotik;Sirup;Resep;100 mg;5000;2024-12-08;30;30;7;200;Ya
893;Ibuprofen;Analgesik;Tablet;Resep;100 mg;10000;2024-10-10;10;50;45;30;Ya
894;Amoxicillin;Analgesik;Tablet;Tradisional;500 mg;25000;2025-04-14;500;10;15;30;Ya
895;Paracetamol;Analgesik;Injeksi;Herbal;500 mg;25000;2025-09-18;30;10;30;20;Tidak
896;Amlodipine;Antibiotik;Injeksi;Bebas;250 mg;5000;2026-04-17;20;30;30;10;Ya
897;Amoxicillin;Antihipertensi;Sirup;Bebas;5 mg;15000;2024-11-09;100;30;45;200;Ya
898;Metformin;Analgesik;Kapsul;Tradisional;50 mg;20000;2026-04-13;100;15;15;300;Ya
899;Lisinopril;Analgesik;Salep;Tradisional;5 mg;5000;2025-12-12;10;10;15;500;Ya
900;Simvastatin;Antiinflamasi;Kapsul;Tradisional;250 mg;15000;2024-12-26;200;5;15;100;Ya
901;Metformin;Antipiretik;Sirup;Resep;10 mg;10000;2024-07-22;20;5;30;20;Tidak
902;Simvastatin;Antipiretik;Tablet;Resep;250 mg;25000;2025-03-15;20;30;7;20;Ya
903;Ciprofloxacin;Antibiotik;Salep;Herbal;100 mg;15000;2025-02-18;500;10;15;50;Tidak
904;Paracetamol;Antibiotik;Tablet;Herbal;50 mg;5000;2026-03-28;100;10;45;20;Ya
905;Simvastatin;Antibiotik;Kapsul;Resep;10 mg;5000;2026-06-29;20;10;7;30;Tidak
906;Omeprazole;Antiinflamasi;Tablet;Bebas;5 mg;5000;2024-08-04;10;10;30;100;Tidak
907;Omeprazole;Antipiretik;Injeksi;Tradisional;10 mg;20000;2025-03-10;50;15;15;200;Tidak
908;Amlodipine;Antibiotik;Injeksi;Bebas;50 mg;25000;2025-01-12;50;15;45;300;Tidak
909;Metformin;Antipiretik;Injeksi;Resep;100 mg;20000;2025-08-06;30;5;30;20;Ya
910;Atorvastatin;Antipiretik;Injeksi;Herbal;250 mg;20000;2025-08-07;10;50;15;20;Ya
911;Omeprazole;Antiinflamasi;Tablet;Herbal;500 mg;10000;2025-01-04;200;20;15;50;Tidak
912;Ciprofloxacin;Analgesik;Injeksi;Tradisional;250 mg;5000;2025-07-30;500;5;15;500;Tidak
913;Amlodipine;Antihipertensi;Injeksi;Resep;5 mg;10000;2024-09-21;20;30;45;30;Tidak
914;Amoxicillin;Analgesik;Tablet;Herbal;50 mg;25000;2025-02-18;100;20;7;100;Tidak
915;Atorvastatin;Antihipertensi;Injeksi;Bebas;50 mg;25000;2024-12-18;50;30;7;100;Ya
916;Ciprofloxacin;Analgesik;Salep;Bebas;250 mg;15000;2025-07-10;200;50;45;50;Ya
917;Amoxicillin;Antipiretik;Salep;Resep;250 mg;25000;2024-08-03;20;30;7;30;Tidak
918;Amlodipine;Antibiotik;Salep;Tradisional;100 mg;20000;2025-04-14;30;50;45;500;Ya
919;Simvastatin;Antiinflamasi;Tablet;Bebas;250 mg;10000;2025-06-15;500;5;15;20;Ya
920;Omeprazole;Antihipertensi;Kapsul;Herbal;10 mg;5000;2024-11-11;50;5;45;30;Ya
921;Atorvastatin;Antibiotik;Sirup;Herbal;50 mg;15000;2024-12-07;200;10;7;20;Tidak
922;Amoxicillin;Antiinflamasi;Salep;Resep;50 mg;10000;2025-11-17;300;20;30;30;Tidak
923;Ciprofloxacin;Antihipertensi;Salep;Tradisional;50 mg;10000;2024-09-07;30;50;30;100;Tidak
924;Paracetamol;Antiinflamasi;Kapsul;Herbal;10 mg;25000;2026-06-03;300;10;30;10;Tidak
925;Omeprazole;Antipiretik;Injeksi;Bebas;250 mg;25000;2025-01-09;200;20;30;300;Ya
926;Ibuprofen;Analgesik;Sirup;Tradisional;5 mg;20000;2024-11-19;300;50;7;300;Ya
927;Paracetamol;Antipiretik;Salep;Herbal;5 mg;25000;2026-05-20;300;15;15;100;Tidak
928;Simvastatin;Analgesik;Kapsul;Tradisional;500 mg;25000;2025-02-22;300;50;30;50;Ya
929;Simvastatin;Antihipertensi;Salep;Herbal;10 mg;15000;2026-04-10;10;20;7;100;Tidak
930;Lisinopril;Analgesik;Sirup;Bebas;5 mg;25000;2025-03-02;300;10;45;500;Tidak
931;Simvastatin;Antipiretik;Injeksi;Tradisional;250 mg;20000;2024-10-16;100;10;7;200;Tidak
932;Amoxicillin;Antiinflamasi;Tablet;Herbal;50 mg;25000;2025-08-24;500;5;30;300;Tidak
933;Lisinopril;Analgesik;Sirup;Bebas;100 mg;25000;2025-10-18;200;30;45;20;Ya
934;Simvastatin;Antipiretik;Kapsul;Resep;250 mg;15000;2026-03-13;500;50;15;500;Tidak
935;Omeprazole;Antihipertensi;Injeksi;Herbal;5 mg;25000;2026-05-29;500;10;45;500;Tidak
936;Metformin;Antiinflamasi;Salep;Resep;10 mg;25000;2025-12-30;50;20;45;100;Ya
937;Ciprofloxacin;Antibiotik;Injeksi;Herbal;10 mg;25000;2025-07-10;300;50;15;300;Ya
938;Amlodipine;Antipiretik;Salep;Herbal;5 mg;10000;2025-08-05;300;50;15;200;Ya
939;Simvastatin;Analgesik;Kapsul;Resep;500 mg;25000;2026-06-22;10;20;15;500;Tidak
940;Omeprazole;Antibiotik;Injeksi;Tradisional;50 mg;20000;2026-04-20;50;30;30;300;Tidak
941;Metformin;Antiinflamasi;Sirup;Resep;250 mg;10000;2024-09-11;50;30;30;500;Ya
942;Lisinopril;Antipiretik;Salep;Resep;250 mg;15000;2024-12-09;30;30;15;10;Tidak
943;Ciprofloxacin;Antiinflamasi;Injeksi;Resep;5 mg;10000;2026-02-15;500;10;30;50;Ya
944;Atorvastatin;Antiinflamasi;Kapsul;Resep;50 mg;15000;2025-04-04;50;50;15;100;Tidak
945;Lisinopril;Antihipertensi;Sirup;Herbal;100 mg;25000;2024-11-27;100;15;30;20;Ya
946;Ibuprofen;Antihipertensi;Kapsul;Bebas;50 mg;15000;2024-09-14;10;5;45;30;Tidak
947;Atorvastatin;Antibiotik;Tablet;Herbal;100 mg;25000;2026-03-12;500;20;7;500;Tidak
948;Amlodipine;Antipiretik;Sirup;Resep;5 mg;10000;2026-01-06;200;20;45;10;Ya
949;Omeprazole;Analgesik;Tablet;Herbal;100 mg;5000;2024-11-28;300;30;30;100;Tidak
950;Ibuprofen;Antipiretik;Sirup;Resep;100 mg;20000;2024-10-30;100;50;15;50;Tidak
951;Paracetamol;Antiinflamasi;Sirup;Resep;5 mg;25000;2025-06-04;100;5;30;10;Tidak
952;Ibuprofen;Antibiotik;Kapsul;Bebas;5 mg;15000;2025-07-21;300;15;45;10;Ya
953;Paracetamol;Antihipertensi;Kapsul;Bebas;250 mg;5000;2025-10-24;20;5;15;20;Tidak
954;Lisinopril;Analgesik;Injeksi;Resep;10 mg;25000;2025-07-08;100;5;15;500;Ya
955;Amlodipine;Antipiretik;Tablet;Tradisional;250 mg;20000;2025-09-18;50;10;7;10;Ya
956;Simvastatin;Analgesik;Salep;Herbal;100 mg;5000;2025-09-12;500;10;45;500;Ya
957;Ciprofloxacin;Antipiretik;Kapsul;Herbal;100 mg;25000;2024-10-17;50;20;15;10;Ya
958;Omeprazole;Antipiretik;Salep;Herbal;10 mg;20000;2025-07-24;30;15;15;50;Ya
959;Omeprazole;Antihipertensi;Sirup;Herbal;5 mg;25000;2026-01-25;30;30;7;300;Ya
960;Ciprofloxacin;Antipiretik;Tablet;Tradisional;250 mg;5000;2026-05-29;300;10;7;30;Ya
961;Atorvastatin;Antiinflamasi;Injeksi;Herbal;10 mg;25000;2024-12-07;30;50;15;10;Tidak
962;Ciprofloxacin;Antihipertensi;Tablet;Herbal;100 mg;20000;2025-09-21;50;15;7;500;Tidak
963;Amlodipine;Analgesik;Tablet;Tradisional;250 mg;15000;2025-04-23;500;50;15;300;Ya
964;Lisinopril;Antipiretik;Salep;Herbal;100 mg;25000;2025-07-01;20;5;15;20;Tidak
965;Ibuprofen;Antibiotik;Sirup;Resep;50 mg;20000;2026-01-10;200;50;30;50;Ya
966;Ciprofloxacin;Antiinflamasi;Salep;Tradisional;250 mg;10000;2025-12-23;20;30;15;50;Tidak
967;Omeprazole;Antibiotik;Sirup;Tradisional;5 mg;5000;2025-05-26;30;15;15;200;Tidak
968;Lisinopril;Antipiretik;Kapsul;Tradisional;50 mg;25000;2026-05-17;300;5;45;500;Tidak
969;Amlodipine;Antihipertensi;Sirup;Resep;10 mg;20000;2025-12-29;100;15;15;10;Tidak
970;Ciprofloxacin;Antipiretik;Tablet;Resep;50 mg;25000;2026-06-09;300;15;15;100;Tidak
971;Ibuprofen;Analgesik;Salep;Resep;10 mg;15000;2025-03-31;200;20;15;30;Ya
972;Lisinopril;Analgesik;Kapsul;Herbal;5 mg;20000;2025-08-21;50;15;45;100;Ya
973;Ibuprofen;Antihipertensi;Kapsul;Resep;100 mg;25000;2026-04-19;500;20;45;20;Tidak
974;Atorvastatin;Analgesik;Kapsul;Herbal;10 mg;5000;2024-09-07;50;10;7;50;Ya
975;Atorvastatin;Antiinflamasi;Injeksi;Tradisional;10 mg;10000;2026-06-03;50;15;30;500;Tidak
976;Paracetamol;Antiinflamasi;Kapsul;Herbal;10 mg;25000;2025-10-28;10;20;45;500;Tidak
977;Amoxicillin;Analgesik;Sirup;Tradisional;5 mg;10000;2025-07-26;300;30;15;300;Ya
978;Amlodipine;Antiinflamasi;Sirup;Bebas;50 mg;15000;2025-03-14;200;10;15;50;Ya
979;Lisinopril;Antipiretik;Tablet;Tradisional;250 mg;10000;2026-06-29;500;10;45;30;Tidak
980;Paracetamol;Antihipertensi;Injeksi;Bebas;50 mg;10000;2025-04-21;20;20;7;10;Tidak
981;Lisinopril;Antibiotik;Salep;Resep;5 mg;5000;2026-07-02;50;10;15;30;Ya
982;Omeprazole;Analgesik;Sirup;Tradisional;50 mg;10000;2024-12-03;30;5;15;200;Ya
983;Omeprazole;Antipiretik;Kapsul;Tradisional;500 mg;15000;2025-10-24;20;30;15;500;Ya
984;Atorvastatin;Antihipertensi;Kapsul;Bebas;5 mg;5000;2024-09-02;50;5;15;300;Ya
985;Ibuprofen;Analgesik;Kapsul;Bebas;500 mg;20000;2026-02-27;50;50;15;100;Ya
986;Paracetamol;Antibiotik;Injeksi;Tradisional;10 mg;10000;2025-12-29;50;50;30;500;Tidak
987;Ciprofloxacin;Antihipertensi;Kapsul;Tradisional;5 mg;25000;2025-02-17;100;5;15;300;Ya
988;Omeprazole;Antibiotik;Sirup;Bebas;5 mg;25000;2026-01-16;500;30;30;100;Ya
989;Omeprazole;Antihipertensi;Sirup;Tradisional;10 mg;15000;2025-04-13;30;50;30;500;Tidak
990;Simvastatin;Antipiretik;Sirup;Tradisional;250 mg;25000;2025-09-07;30;30;15;500;Ya
991;Omeprazole;Antihipertensi;Kapsul;Herbal;250 mg;15000;2024-10-12;10;50;15;500;Ya
992;Ciprofloxacin;Antihipertensi;Tablet;Bebas;500 mg;10000;2025-03-15;20;10;7;30;Tidak
993;Metformin;Antipiretik;Kapsul;Herbal;250 mg;15000;2025-09-11;500;20;45;300;Ya
994;Paracetamol;Antihipertensi;Tablet;Tradisional;5 mg;15000;2026-07-11;20;5;30;10;Tidak
995;Paracetamol;Antipiretik;Salep;Herbal;50 mg;25000;2026-03-13;50;20;30;500;Ya
996;Paracetamol;Antiinflamasi;Salep;Resep;10 mg;5000;2026-07-13;10;5;15;50;Tidak
997;Lisinopril;Antiinflamasi;Kapsul;Tradisional;100 mg;20000;2024-11-10;100;5;15;500;Ya
998;Amlodipine;Antiinflamasi;Tablet;Resep;5 mg;10000;2025-03-07;50;30;30;20;Ya
999;Ibuprofen;Antipiretik;Sirup;Resep;100 mg;5000;2024-08-06;500;20;7;10;Ya
1000;Atorvastatin;Antibiotik;Sirup;Tradisional;100 mg;10000;2024-08-14;30;30;7;200;Ya

